Date,Open,High,Low,Close,Volume,SMA_Short_Best,SMA_Long_Best,Signal_Best,Entry_Price_Best,Stop_Loss_Level_Best,Trailing_Stop_Level_Best,Trailing_Stop_Pct_Best,Position_Best,Daily_PnL_Best,Cumulative_PnL_Best,Capital_Best,Cumulative_Returns_Best,Returns_Best
2016-03-09,1254.5,1260.0,1244.800048828125,1256.5999755859375,79,1129.0270007324218,1128.7553295898438,1,1257.4000244140625,1194.5300231933593,,0.0,1,-550.0,17190.0146484375,1017190.0146484375,1.0171900146484374,-0.0005405591400926502
2016-03-10,1250.0,1273.0,1237.5,1272.0,119,1129.8680004882813,1129.9973299153646,-1,1245.0,1307.25,,,-1,1540.00244140625,18730.01708984375,1018730.0170898438,1.0187300170898437,0.0015128322440086147
2016-03-11,1270.0,1280.699951171875,1249.4000244140625,1258.699951171875,87,1130.6190002441406,1131.1206632486978,-1,1245.0,1307.25,,0.0,-1,1330.0048828125,20060.02197265625,1020060.0219726562,1.0200600219726563,0.0013047003820855474
2016-03-14,1256.0,1258.0,1234.5,1244.4000244140625,58,1131.33,1132.1226635742187,-1,1245.0,1307.25,,0.0,-1,1429.99267578125,21490.0146484375,1021490.0146484375,1.0214900146484376,0.001400889406570972
2016-03-15,1228.300048828125,1236.0,1228.0,1230.4000244140625,37,1131.8540002441407,1132.9639973958333,-1,1245.0,1307.25,,0.0,-1,1400.0,22890.0146484375,1022890.0146484375,1.0228900146484374,0.001369608584298399
2016-03-16,1229.5,1263.800048828125,1228.9000244140625,1229.300048828125,45,1132.4710009765624,1133.775331217448,-1,1245.0,1307.25,,0.0,-1,109.99755859375,23000.01220703125,1023000.0122070312,1.0230000122070313,0.00010753027509386251
2016-03-17,1261.5,1270.0999755859375,1255.9000244140625,1264.5,27,1133.4500012207031,1134.7173315429689,-1,1245.0,1307.25,,0.0,-1,-3519.9951171875,19480.01708984375,1019480.0170898438,1.0194800170898437,-0.003446788758367649
2016-03-18,1257.0999755859375,1264.4000244140625,1251.5,1253.800048828125,542,1134.3550012207031,1135.637998860677,-1,1245.0,1307.25,,0.0,-1,1069.9951171875,20550.01220703125,1020550.0122070312,1.0205500122070312,0.0010489994754388865
2016-03-21,1256.199951171875,1256.199951171875,1243.4000244140625,1243.800048828125,1061,1135.1230017089845,1136.5106656901041,-1,1245.0,1307.25,,0.0,-1,1000.0,21550.01220703125,1021550.0122070312,1.0215500122070313,0.0009793840340604374
2016-03-22,1244.0,1252.4000244140625,1243.800048828125,1248.199951171875,20,1135.937000732422,1137.3746655273437,-1,1245.0,1307.25,,0.0,-1,-439.990234375,21110.02197265625,1021110.0219726562,1.0211100219726563,-0.0004308012432979626
2016-03-23,1247.699951171875,1247.699951171875,1218.5999755859375,1223.699951171875,28,1136.4030004882814,1138.08533203125,-1,1245.0,1307.25,,0.0,-1,2450.0,23560.02197265625,1023560.0219726562,1.0235600219726562,0.0023964758321800205
2016-03-24,1214.199951171875,1221.4000244140625,1214.199951171875,1221.4000244140625,13,1137.145001220703,1138.7073323567708,-1,1245.0,1307.25,,0.0,-1,229.99267578125,23790.0146484375,1023790.0146484375,1.0237900146484376,0.0002246735268857661
2016-03-28,1211.5,1222.199951171875,1210.0,1219.9000244140625,33,1137.9290014648439,1139.1533325195312,-1,1245.0,1307.25,,0.0,-1,150.0,23940.0146484375,1023940.0146484375,1.0239400146484374,0.00014650368761717127
2016-03-29,1217.800048828125,1235.5999755859375,1217.699951171875,1235.5999755859375,189732,1138.927000732422,1139.6599991861979,-1,1245.0,1307.25,,0.0,-1,-1569.9951171875,22370.01953125,1022370.01953125,1.02237001953125,-0.001534464865069896
2016-03-30,1241.4000244140625,1245.0,1223.4000244140625,1226.9000244140625,48248,1140.0540014648439,1140.1499991861979,-1,1245.0,1307.25,,0.0,-1,869.9951171875,23240.0146484375,1023240.0146484375,1.0232400146484375,0.000850597284043013
2016-03-31,1225.5999755859375,1239.5999755859375,1224.5,1234.199951171875,3377,1141.3310009765626,1140.789999186198,1,1261.199951171875,1198.1399536132812,,,1,-729.99267578125,22510.02197265625,1022510.0219726562,1.0225100219726562,-0.0007136675485245684
2016-04-01,1232.300048828125,1235.199951171875,1209.199951171875,1222.199951171875,1602,1142.5090002441407,1141.4406656901042,1,1261.199951171875,1198.1399536132812,,0.0,1,-1200.0,21310.02197265625,1021310.0219726562,1.0213100219726563,-0.001174271816588076
2016-04-04,1221.699951171875,1222.300048828125,1215.0,1218.0,2038,1143.8130004882812,1142.077998860677,1,1261.199951171875,1198.1399536132812,,0.0,1,-419.9951171875,20890.02685546875,1020890.0268554688,1.0208900268554688,-0.0004113163383280958
2016-04-05,1215.4000244140625,1236.699951171875,1215.4000244140625,1228.4000244140625,477,1145.2180004882812,1142.7133325195311,1,1261.199951171875,1198.1399536132812,,0.0,1,1040.00244140625,21930.029296875,1021930.029296875,1.021930029296875,0.0010182027811257534
2016-04-06,1230.4000244140625,1230.4000244140625,1217.5999755859375,1222.5,248,1146.5610009765626,1143.3193326822916,1,1261.199951171875,1198.1399536132812,,0.0,1,-590.00244140625,21340.02685546875,1021340.0268554688,1.0213400268554687,-0.0005775080548237844
2016-04-07,1224.800048828125,1242.9000244140625,1224.5999755859375,1236.199951171875,375,1148.0760009765625,1143.9693326822917,1,1261.199951171875,1198.1399536132812,,0.0,1,1369.9951171875,22710.02197265625,1022710.0219726562,1.0227100219726561,0.0013404714068660259
2016-04-08,1241.0,1242.800048828125,1232.0,1242.5,409,1149.6930004882813,1144.702666015625,1,1261.199951171875,1198.1399536132812,,0.0,1,630.0048828125,23340.02685546875,1023340.0268554688,1.0233400268554687,0.0006158255054256875
2016-04-11,1241.5,1258.699951171875,1241.5,1256.699951171875,437,1151.4519995117187,1145.5893326822916,1,1261.199951171875,1198.1399536132812,,0.0,1,1419.9951171875,24760.02197265625,1024760.0219726562,1.0247600219726563,0.0013866464634178196
2016-04-12,1260.0,1261.699951171875,1253.699951171875,1259.4000244140625,185,1153.2090002441407,1146.5146663411458,1,1261.199951171875,1198.1399536132812,,0.0,1,270.00732421875,25030.029296875,1025030.029296875,1.025030029296875,0.00026344876209472034
2016-04-13,1256.5,1256.9000244140625,1241.300048828125,1246.800048828125,203,1154.990001220703,1147.357333170573,1,1261.199951171875,1198.1399536132812,,0.0,1,-1259.99755859375,23770.03173828125,1023770.0317382812,1.0237700317382812,-0.0012299860209958285
2016-04-14,1231.4000244140625,1243.699951171875,1224.5,1225.0,264,1156.552000732422,1148.1760001627604,1,1261.199951171875,1198.1399536132812,,0.0,1,-2180.0048828125,21590.02685546875,1021590.0268554688,1.0215900268554687,-0.0021316596059878837
2016-04-15,1225.699951171875,1235.0,1225.699951171875,1233.0999755859375,97,1158.1030004882812,1149.0,1,1261.199951171875,1198.1399536132812,,0.0,1,809.99755859375,22400.0244140625,1022400.0244140625,1.0224000244140625,0.0007925651110594003
2016-04-18,1238.699951171875,1241.0999755859375,1232.199951171875,1233.5999755859375,304,1159.675,1149.867333170573,1,1261.199951171875,1198.1399536132812,,0.0,1,50.0,22450.0244140625,1022450.0244140625,1.0224500244140624,4.89033413855412e-05
2016-04-19,1231.5999755859375,1256.199951171875,1228.800048828125,1253.0,386,1161.5369995117187,1150.8360001627605,1,1261.199951171875,1198.1399536132812,,0.0,1,1940.00244140625,24390.02685546875,1024390.0268554688,1.0243900268554686,0.0018956078381652177
2016-04-20,1256.0999755859375,1256.0999755859375,1243.0,1253.199951171875,180,1163.3259985351563,1151.8386661783854,1,1261.199951171875,1198.1399536132812,,0.0,1,19.9951171875,24410.02197265625,1024410.0219726562,1.0244100219726562,1.951885661027824e-05
2016-04-21,1247.699951171875,1270.5999755859375,1247.5999755859375,1249.0,124,1165.1109985351563,1152.7039998372395,1,1261.199951171875,1198.1399536132812,,0.0,1,-419.9951171875,23990.02685546875,1023990.0268554688,1.0239900268554687,-0.0004100713855316178
2016-04-22,1248.5,1248.5,1228.0,1228.699951171875,188,1166.8359985351562,1153.4466658528645,1,1261.199951171875,1198.1399536132812,,0.0,1,-2030.0048828125,21960.02197265625,1021960.0219726562,1.0219600219726563,-0.0019844135981107788
2016-04-25,1231.5999755859375,1240.9000244140625,1231.5999755859375,1238.9000244140625,442,1168.5669982910156,1154.1186661783854,1,1261.199951171875,1198.1399536132812,,0.0,1,1020.00732421875,22980.029296875,1022980.029296875,1.022980029296875,0.0009975915021832337
2016-04-26,1239.800048828125,1244.199951171875,1233.0,1242.199951171875,97,1170.350997314453,1154.8459993489582,1,1261.199951171875,1198.1399536132812,,0.0,1,329.99267578125,23310.02197265625,1023310.0219726562,1.0233100219726563,0.0003225277652472549
2016-04-27,1248.5999755859375,1249.5,1248.5999755859375,1249.199951171875,547,1172.300997314453,1155.6739990234375,1,1261.199951171875,1198.1399536132812,,0.0,1,700.0,24010.02197265625,1024010.0219726562,1.0240100219726562,0.0006838208118438103
2016-04-28,1245.9000244140625,1270.0999755859375,1238.5,1265.5,887,1174.3389978027344,1156.5666658528646,1,1261.199951171875,1198.1399536132812,,0.0,1,1630.0048828125,25640.02685546875,1025640.0268554688,1.0256400268554688,0.0015905205158026623
2016-04-29,1267.300048828125,1295.5,1267.199951171875,1289.199951171875,464,1176.385997314453,1157.4693318684897,1,1261.199951171875,1198.1399536132812,,0.0,1,2369.9951171875,28010.02197265625,1028010.0219726562,1.0280100219726562,0.0023080818181928477
2016-05-02,1292.0999755859375,1304.4000244140625,1290.4000244140625,1294.699951171875,192,1178.5689965820313,1158.4606648763022,1,1261.199951171875,1198.1399536132812,,0.0,1,550.0,28560.02197265625,1028560.0219726562,1.0285600219726563,0.0005348711703076032
2016-05-03,1292.699951171875,1301.5,1284.5,1290.699951171875,151,1180.7129956054687,1159.5186645507813,1,1261.199951171875,1198.1399536132812,,0.0,1,-400.0,28160.02197265625,1028160.0219726562,1.0281600219726563,-0.00038896884018882076
2016-05-04,1286.9000244140625,1290.0,1273.0,1273.300048828125,109,1182.6699963378906,1160.4933317057291,1,1261.199951171875,1198.1399536132812,,0.0,1,-1739.990234375,26420.03173828125,1026420.0317382812,1.0264200317382812,-0.0016937676847519059
2016-05-05,1282.9000244140625,1286.0,1270.800048828125,1271.4000244140625,330,1184.6529968261718,1161.532665201823,1,1261.199951171875,1198.1399536132812,,0.0,1,-190.00244140625,26230.029296875,1026230.029296875,1.026230029296875,-0.00018512891754485556
2016-05-06,1278.5999755859375,1295.5999755859375,1276.9000244140625,1292.9000244140625,305,1186.812996826172,1162.7239990234375,1,1261.199951171875,1198.1399536132812,,0.0,1,2150.0,28380.029296875,1028380.029296875,1.028380029296875,0.0020928553092252576
2016-05-09,1286.5,1286.5,1262.300048828125,1265.5999755859375,341,1188.8219970703126,1163.580665690104,1,1261.199951171875,1198.1399536132812,,0.0,1,-2730.0048828125,25650.0244140625,1025650.0244140625,1.0256500244140625,-0.002658195273626527
2016-05-10,1265.0999755859375,1267.4000244140625,1258.699951171875,1263.9000244140625,23,1190.8319970703126,1164.4193326822917,1,1261.199951171875,1198.1399536132812,,0.0,1,-169.9951171875,25480.029296875,1025480.029296875,1.025480029296875,-0.0001657575220734531
2016-05-11,1266.9000244140625,1279.199951171875,1266.9000244140625,1274.5999755859375,50,1192.7979968261718,1165.2713321940105,1,1261.199951171875,1198.1399536132812,,0.0,1,1069.9951171875,26550.0244140625,1026550.0244140625,1.0265500244140624,0.0010428650518317754
2016-05-12,1267.0,1281.199951171875,1264.0,1270.300048828125,101,1194.992996826172,1166.079999186198,1,1261.199951171875,1198.1399536132812,,0.0,1,-429.99267578125,26120.03173828125,1026120.0317382812,1.0261200317382813,-0.0004189593751631345
2016-05-13,1271.4000244140625,1275.699951171875,1264.5999755859375,1271.9000244140625,66,1197.0499975585938,1166.9279996744792,1,1261.199951171875,1198.1399536132812,,0.0,1,159.99755859375,26280.029296875,1026280.029296875,1.026280029296875,0.00015591264291544828
2016-05-16,1272.800048828125,1287.800048828125,1272.800048828125,1273.4000244140625,44,1198.9649975585937,1167.7086661783853,1,1261.199951171875,1198.1399536132812,,0.0,1,150.0,26430.029296875,1026430.029296875,1.026430029296875,0.00014614825862905553
2016-05-17,1272.5,1281.5999755859375,1270.800048828125,1276.199951171875,16,1200.9789965820312,1168.4506656901042,1,1261.199951171875,1198.1399536132812,,0.0,1,279.99267578125,26710.02197265625,1026710.0219726562,1.0267100219726562,0.00027274581424080463
2016-05-18,1276.4000244140625,1276.4000244140625,1256.800048828125,1273.699951171875,17,1203.0219958496093,1169.1699983723959,1,1261.199951171875,1198.1399536132812,,0.0,1,-250.0,26460.02197265625,1026460.0219726562,1.0264600219726563,-0.00024352586087328956
2016-05-19,1248.0,1255.5,1247.5,1254.199951171875,69,1204.7919958496093,1169.6639982096353,1,1261.199951171875,1198.1399536132812,,0.0,1,-1950.0,24510.02197265625,1024510.0219726562,1.0245100219726562,-0.0019015398038921057
2016-05-20,1256.5999755859375,1256.5999755859375,1252.4000244140625,1252.4000244140625,44,1206.61099609375,1170.0939982096354,1,1261.199951171875,1198.1399536132812,,0.0,1,-179.99267578125,24330.029296875,1024330.029296875,1.024330029296875,-0.00017570202821134477
2016-05-23,1251.5999755859375,1251.5999755859375,1247.5,1251.0999755859375,56,1208.3469958496094,1170.5439982096354,1,1261.199951171875,1198.1399536132812,,0.0,1,-130.0048828125,24200.0244140625,1024200.0244140625,1.0242000244140625,-0.00012692504340031365
2016-05-24,1240.0,1240.0,1228.199951171875,1228.9000244140625,20,1210.0349963378906,1170.9146647135417,1,1261.199951171875,1198.1399536132812,,0.0,1,-2219.9951171875,21980.029296875,1021980.029296875,1.021980029296875,-0.0021698930983322052
2016-05-25,1219.300048828125,1223.5,1218.5999755859375,1223.5,5,1211.6669958496093,1171.217998046875,1,1261.199951171875,1198.1399536132812,,0.0,1,-540.00244140625,21440.02685546875,1021440.0268554688,1.0214400268554686,-0.0005285280942122906
2016-05-26,1232.5999755859375,1232.5999755859375,1220.0999755859375,1220.0999755859375,199778,1213.1169958496093,1171.567998046875,1,1261.199951171875,1198.1399536132812,,0.0,1,-340.00244140625,21100.0244140625,1021100.0244140625,1.0211000244140624,-0.00033292120204478414
2016-05-27,1220.300048828125,1223.199951171875,1206.4000244140625,1213.800048828125,63739,1214.47099609375,1171.8826652018229,1,1261.199951171875,1198.1399536132812,,0.0,1,-629.99267578125,20470.03173828125,1020470.0317382812,1.0204700317382813,-0.0006171649058814858
2016-05-31,1212.5,1217.5999755859375,1199.0,1214.800048828125,6432,1215.6999963378905,1172.2259985351564,1,1261.199951171875,1198.1399536132812,,0.0,1,100.0,20570.03173828125,1020570.0317382812,1.0205700317382813,9.798925740808394e-05
2016-06-01,1215.699951171875,1219.800048828125,1205.4000244140625,1211.9000244140625,2717,1216.7419970703124,1172.52533203125,1,1261.199951171875,1198.1399536132812,,0.0,1,-290.00244140625,20280.029296875,1020280.029296875,1.020280029296875,-0.0002841976967294111
2016-06-02,1212.4000244140625,1217.0,1209.5999755859375,1209.800048828125,1627,1217.8619970703126,1172.8119986979166,1,1261.199951171875,1198.1399536132812,,0.0,1,-209.99755859375,20070.03173828125,1020070.0317382812,1.0200700317382811,-0.0002058446374919724
2016-06-03,1209.0999755859375,1244.5,1206.4000244140625,1240.0999755859375,1622,1219.2979968261718,1173.2319986979167,1,1261.199951171875,1198.1399536132812,,0.0,1,3029.99267578125,23100.0244140625,1023100.0244140625,1.0231000244140624,0.002965974259357555
2016-06-06,1244.4000244140625,1247.300048828125,1240.0,1244.5999755859375,1135,1220.887996826172,1173.8813321940104,1,1261.199951171875,1198.1399536132812,,0.0,1,450.0,23550.0244140625,1023550.0244140625,1.0235500244140625,0.00043974299124473616
2016-06-07,1244.0,1244.9000244140625,1236.5,1244.4000244140625,281,1222.4569970703126,1174.5673323567707,1,1261.199951171875,1198.1399536132812,,0.0,1,-19.9951171875,23530.029296875,1023530.029296875,1.023530029296875,-1.953525672034537e-05
2016-06-08,1247.5999755859375,1264.0,1247.300048828125,1259.800048828125,406,1224.3159973144532,1175.3939990234376,1,1261.199951171875,1198.1399536132812,,0.0,1,1540.00244140625,25070.03173828125,1025070.0317382812,1.0250700317382813,0.0015034684034084553
2016-06-09,1262.5,1271.4000244140625,1258.0999755859375,1270.199951171875,381,1226.1029968261719,1176.4339990234375,1,1261.199951171875,1198.1399536132812,,0.0,1,1039.990234375,26110.02197265625,1026110.0219726562,1.0261100219726562,0.0010140409873917752
2016-06-10,1267.5999755859375,1278.0,1265.300048828125,1273.4000244140625,397,1227.937996826172,1177.5466658528646,1,1261.199951171875,1198.1399536132812,,0.0,1,320.00732421875,26430.029296875,1026430.029296875,1.026430029296875,0.0003118159147381486
2016-06-13,1276.199951171875,1287.300048828125,1273.0,1284.4000244140625,328,1229.7109973144532,1178.7466658528647,1,1261.199951171875,1198.1399536132812,,0.0,1,1100.0,27530.029296875,1027530.029296875,1.027530029296875,0.0010711017486081064
2016-06-14,1281.800048828125,1289.699951171875,1277.800048828125,1285.5999755859375,554,1231.5759973144532,1180.0666658528646,1,1261.199951171875,1198.1399536132812,,0.0,1,119.9951171875,27650.0244140625,1027650.0244140625,1.0276500244140625,0.00011677333779792409
2016-06-15,1284.5999755859375,1296.199951171875,1278.800048828125,1285.800048828125,162,1233.4619982910156,1181.3859993489584,1,1261.199951171875,1198.1399536132812,,0.0,1,20.00732421875,27670.03173828125,1027670.0317382812,1.0276700317382812,1.94688162162744e-05
2016-06-16,1296.300048828125,1316.4000244140625,1281.0999755859375,1296.0999755859375,251,1235.3609985351563,1182.7719995117188,1,1261.199951171875,1198.1399536132812,,0.0,1,1029.99267578125,28700.0244140625,1028700.0244140625,1.0287000244140625,0.0010017581795012183
2016-06-17,1280.300048828125,1300.0999755859375,1280.300048828125,1292.5,129,1237.0689990234375,1184.1573331705729,1,1261.199951171875,1198.1399536132812,,0.0,1,-359.99755859375,28340.02685546875,1028340.0268554688,1.0283400268554688,-0.0003500151220166207
2016-06-20,1288.9000244140625,1291.199951171875,1280.300048828125,1290.0,153,1238.8079992675782,1185.5519995117188,1,1261.199951171875,1198.1399536132812,,0.0,1,-250.0,28090.02685546875,1028090.0268554688,1.0280900268554687,-0.00024313980510107683
2016-06-21,1293.9000244140625,1293.9000244140625,1266.300048828125,1270.5,134,1240.3569995117186,1186.8166658528646,1,1261.199951171875,1198.1399536132812,,0.0,1,-1950.0,26140.02685546875,1026140.0268554688,1.0261400268554688,-0.0018985221077747157
2016-06-22,1267.0,1269.199951171875,1264.9000244140625,1268.0,53,1241.872999267578,1188.0453328450521,1,1261.199951171875,1198.1399536132812,,0.0,1,-250.0,25890.02685546875,1025890.0268554688,1.0258900268554687,-0.0002436611498791558
2016-06-23,1263.4000244140625,1270.5,1255.199951171875,1261.199951171875,218,1243.2059985351561,1189.3286661783854,1,1261.199951171875,1198.1399536132812,,0.0,1,-680.0048828125,25210.02197265625,1025210.0219726562,1.0252100219726563,-0.0006630636161457145
2016-06-24,1253.699951171875,1355.5999755859375,1253.699951171875,1320.0,694,1245.132998046875,1191.0033325195313,1,1261.199951171875,1198.1399536132812,,0.0,1,5880.0048828125,31090.02685546875,1031090.0268554688,1.0310900268554688,0.005719030073210971
2016-06-27,1330.0,1331.699951171875,1320.0,1322.5,92,1246.9449975585937,1192.6333325195312,1,1261.199951171875,1198.1399536132812,,0.0,1,250.0,31340.02685546875,1031340.0268554688,1.0313400268554687,0.00024243246530907689
2016-06-28,1314.800048828125,1315.5999755859375,1314.0999755859375,1315.300048828125,1072,1248.5219982910157,1194.2259993489583,1,1261.199951171875,1198.1399536132812,,0.0,1,-719.9951171875,30620.03173828125,1030620.0317382812,1.0306200317382812,-0.000698359935197555
2016-06-29,1311.5999755859375,1327.4000244140625,1311.5999755859375,1323.9000244140625,414,1250.182998046875,1195.9399991861978,1,1261.199951171875,1198.1399536132812,,0.0,1,859.99755859375,31480.029296875,1031480.029296875,1.031480029296875,0.0008340988147992965
2016-06-30,1315.800048828125,1323.5,1314.5,1318.4000244140625,560,1251.387998046875,1197.5673323567707,1,1261.199951171875,1198.1399536132812,,0.0,1,-550.0,30930.029296875,1030930.029296875,1.030930029296875,-0.0005333566045669584
2016-07-01,1324.5,1344.199951171875,1321.9000244140625,1336.699951171875,137,1252.767998046875,1199.3419986979168,1,1261.199951171875,1198.1399536132812,1309.9659521484375,2.0,1,1829.99267578125,32760.02197265625,1032760.0219726562,1.0327600219726563,0.0017735155086109065
2016-07-05,1342.199951171875,1356.800048828125,1339.699951171875,1356.4000244140625,90,1254.384998779297,1201.3433325195313,1,1261.199951171875,1198.1399536132812,1329.2720239257812,2.0,1,1970.00732421875,34730.029296875,1034730.029296875,1.034730029296875,0.0019057000242532773
2016-07-06,1359.0,1374.9000244140625,1359.0,1364.9000244140625,130,1255.554998779297,1203.3373323567707,1,1261.199951171875,1198.1399536132812,1337.6020239257812,2.0,1,850.0,35580.029296875,1035580.029296875,1.035580029296875,0.0008211330899269813
2016-07-07,1366.800048828125,1368.5999755859375,1350.5,1360.0999755859375,207,1256.7649987792968,1205.312665201823,1,1261.199951171875,1198.1399536132812,1337.6020239257812,2.0,1,-480.0048828125,35100.0244140625,1035100.0244140625,1.0351000244140625,-0.0004636205294488551
2016-07-08,1361.300048828125,1365.800048828125,1335.0,1356.5999755859375,249,1258.2519982910155,1207.3286653645832,1,1261.199951171875,1198.1399536132812,1337.6020239257812,2.0,1,-350.0,34750.0244140625,1034750.0244140625,1.0347500244140626,-0.000338188752884778
2016-07-11,1371.699951171875,1371.800048828125,1353.0,1355.0,26,1259.6909985351563,1209.2839990234374,1,1261.199951171875,1198.1399536132812,1337.6020239257812,2.0,1,-159.99755859375,34590.02685546875,1034590.0268554688,1.0345900268554689,-0.00015463631394408317
2016-07-12,1353.5999755859375,1356.0,1330.300048828125,1334.0999755859375,252,1260.7709985351562,1210.947998860677,0,,,,,0,-2090.00244140625,32500.0244140625,1032500.0244140625,1.0325000244140625,-0.0020221694282940776
2016-07-13,1341.5,1342.4000244140625,1336.699951171875,1342.4000244140625,7,1261.8909985351563,1212.7213321940105,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-14,1341.4000244140625,1341.4000244140625,1322.699951171875,1331.300048828125,20,1263.1089990234375,1214.4213321940103,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-15,1333.699951171875,1333.699951171875,1322.9000244140625,1326.5,52,1264.1509985351563,1216.080665690104,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-18,1327.5,1335.0,1326.199951171875,1328.4000244140625,54,1265.0479992675782,1217.782666015625,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-19,1328.5,1333.199951171875,1326.4000244140625,1331.5,322,1265.9809997558593,1219.479999186198,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-20,1331.0,1337.5,1315.5,1318.800048828125,751,1266.9709997558593,1221.1739998372395,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-21,1312.800048828125,1330.5,1312.800048828125,1330.5,318,1267.9369995117188,1222.9579996744792,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-22,1330.699951171875,1330.699951171875,1320.4000244140625,1323.0999755859375,55,1268.864998779297,1224.5919995117188,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-25,1315.699951171875,1319.300048828125,1313.800048828125,1319.300048828125,548,1269.6469995117188,1226.3819995117187,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-26,1315.199951171875,1320.699951171875,1315.199951171875,1320.699951171875,63,1270.2799987792969,1228.0786661783854,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-27,1326.0,1326.5999755859375,1326.0,1326.5999755859375,215388,1270.8469982910156,1229.7099991861978,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-28,1339.5,1344.300048828125,1330.0999755859375,1332.300048828125,56908,1271.537999267578,1231.4266658528645,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-07-29,1333.199951171875,1353.300048828125,1325.800048828125,1349.0,6076,1272.4069995117188,1233.290665690104,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-01,1348.800048828125,1353.5,1345.5999755859375,1351.4000244140625,1257,1273.355,1235.1186661783854,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-02,1352.0999755859375,1366.0,1346.5999755859375,1364.4000244140625,2941,1274.2790002441407,1237.077999674479,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-03,1362.4000244140625,1364.699951171875,1353.300048828125,1356.0999755859375,715,1275.2530004882813,1238.935332845052,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-04,1354.4000244140625,1361.5999755859375,1347.0,1358.800048828125,381,1276.397000732422,1240.9266666666667,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-05,1357.5999755859375,1360.800048828125,1333.699951171875,1336.4000244140625,1107,1277.4570007324219,1242.767333170573,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-08,1330.0,1335.4000244140625,1327.800048828125,1333.4000244140625,587,1278.4980004882811,1244.4893334960936,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-09,1331.800048828125,1339.4000244140625,1328.5,1339.0,620,1279.2430004882813,1246.2266666666667,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-10,1344.800048828125,1354.199951171875,1344.300048828125,1344.300048828125,110,1280.1480004882812,1247.9093334960937,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-11,1341.5999755859375,1350.4000244140625,1334.800048828125,1342.5,666,1281.135,1249.4746671549478,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-12,1336.800048828125,1351.800048828125,1333.199951171875,1335.800048828125,113,1282.0110009765624,1251.0613338216147,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-15,1336.5,1340.5999755859375,1333.5999755859375,1340.300048828125,62,1283.177001953125,1252.6866674804687,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-16,1342.199951171875,1355.0,1341.0,1350.5,338,1284.4680017089843,1254.4526676432292,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-17,1345.5,1347.300048828125,1338.5999755859375,1342.699951171875,135,1285.6960009765626,1256.1540006510418,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-18,1351.300048828125,1354.4000244140625,1348.199951171875,1351.199951171875,140,1286.8520007324219,1258.002666829427,0,,,,,0,0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-19,1350.0999755859375,1350.0999755859375,1338.5999755859375,1340.4000244140625,197,1287.9870007324218,1259.662000325521,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
2016-08-22,1334.4000244140625,1337.699951171875,1333.300048828125,1337.699951171875,117,1289.022000732422,1261.3139998372396,0,,,,,0,-0.0,32500.0244140625,1032500.0244140625,1.0325000244140625,0.0
